场景意图名称,环节,意图,产品ID,话术内容,关联变量(可留空),状态(online/offline)
套餐升档,营销挽留,流量赠送的太多，用不完,"20220817938687, 20220817723519, 20220819996070, 20221115089962, 20221116254073, 20221116799939, 20221115618473, 20221116280524, 20221116867753, 20250811505808, 20250811465834, 20250811985691, 20250804289938",咱现在也都是用5G手机了，后期用网的地方也越来越多，赠送也不会一直有，咱多备着点总比到时候不够用超出扣钱合适吧，咱流量多点儿，用起来也更畅快、放心些，您说对吧？现在刚好有焕新活动，优惠力度这么大，错过太可惜了。,,online
套餐升档,营销挽留,再考虑一下,"20220817938687, 20220817723519, 20220819996070, 20221115089962, 20221116254073, 20221116799939, 20221115618473, 20221116280524, 20221116867753, 20250811505808, 20250811465834, 20250811985691, 20250804289938",您说要考虑考虑，看的出来您还是比较谨慎的，谨慎点也是好事，谁都希望自己用的套餐性价比是最合适的，您说对吧？这次活动确实非常划算，很多使用您这款套餐的客户都已经参加了，主要是这个活动随时会结束，如果错过真的就太可惜了，我赶紧申请上吧？,,online
套餐升档,营销挽留,去营业厅咨询/比较信任营业厅,"20220817938687, 20220817723519, 20220819996070, 20221115089962, 20221116254073, 20221116799939, 20221115618473, 20221116280524, 20221116867753, 20250811505808, 20250811465834, 20250811985691, 20250804289938",您去营业厅咨询也是可以的，但是现在营业厅比较忙，去了一般都得排队/花时间找车位，咱大家现在生活节奏都很快，这样很浪费您的时间，为了更好的给您提供服务，我们线上也是可以为您办理的，我们这里全程都是有录音的，这既是对您权益的保障，也是对我服务的监管，请您放心。,,online
套餐升档,营销挽留,无异议不说话或沉默,"20220817938687, 20220817723519, 20220819996070, 20221115089962, 20221116254073, 20221116799939, 20221115618473, 20221116280524, 20221116867753, 20250811505808, 20250811465834, 20250811985691, 20250804289938",您现在不说话相信您是在慎重思考这个套餐，您是对这个是有什么顾虑吗？（停顿），如果没有顾虑，咱都觉得挺合适，那我现在帮您申请一下吧？,,online
套餐升档,营销挽留,跟家人再商量一下,"20220817938687, 20220817723519, 20220819996070, 20221115089962, 20221116254073, 20221116799939, 20221115618473, 20221116280524, 20221116867753, 20250811505808, 20250811465834, 20250811985691, 20250804289938",您说要跟家人商量一下，说明您平时和家人关系非常不错啊，家庭氛围真好，因为这个活动机会特别难得，相信您的家人也会觉得合适。这样可以添加下您的微信，您和您家人都可以通过这个微信咨询，也比较方便。,,online
套餐升档,场景切入,近3个月流量超套,"20221027558305, 20221117085127, 20221117423977",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
套餐升档,场景切入,其他,"20221027558305, 20221117085127, 20221117423977",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
套餐升档,营销推荐,营销推荐,"20221027558305, 20221117085127, 20221117423977",关注到您现在用的是[uniProdGrade]元的校园套餐，仅包含[voiceTotal]分钟和[totalFlow]流量，像寒暑假期间或者出去旅游，这样校园外的通用流量比较少，为方便您校外使用，现在给您优化一下，不仅套餐流量可以扩容到[flow]GB流量，每月额外再扩容[shareFlow-flow]GB可共享流量和[flow+giftFlow-shareFlow]GB非共享流量，总共就有[flow+giftFlow]GB流量了，比您现在用的多[flow+giftFlow-tf]GB。而且您是咱移动[internetAge]年的[telNumStar]星级贵宾客户，可以给您申请[discountPrice]元的套餐折扣，套餐原价每月[origPrice]元，两年内每月您只需交[reducePrice]元，到期恢复原价前都有短信提醒。另外还有百家会员权益。现在给您办理下个账期就可以用了。,,online
套餐升档,营销挽留,明确拒绝，不需要办理任何业务,"20221027558305, 20221117085127, 20221117423977",这个您别担心哈，新优惠也还没给您办理，是因为我看您现在用的业务还不是最适合您的，正好可以申请一个优惠活动，您先听听看，毕竟每个月差不多的钱，可以用[flow+giftFlow]GB国内流量，千万不要错过优惠。,,online
套餐升档,营销挽留,仅当月不小心超出，以后不会,"20221027558305, 20221117085127, 20221117423977",我明白，您这次确实是不小心使用超出的，很多客户都会有这种情况，因为咱们退费仅限这一次，如果后期再有超出情况就无法申请退还了，所以很多像您一样的客户都会根据自己的需求找一个适合自己的资费，现在正好有焕新活动，费用上没有增加太多，但有了更多的流量，以后出门用流量的地方也多了，不用总担心流量不够用或是超出的问题了，咱们都希望花小钱办大事，您说对吧。,,online
套餐升档,营销挽留,有另一张卡在用，这张卡是备用的,"20221027558305, 20221117085127, 20221117423977",我能理解，现在大部分人的手机上都是两张卡，但一般过了优惠期就不再合适了，您都用了我们公司这么多年了，我们也是希望您能用的好，所以我们也是给您申请了更适合您的优惠活动，错过了就可惜了。,,online
套餐升档,营销挽留,现在套餐内分钟数和流量都用不完,"20221027558305, 20221117085127, 20221117423977",听得出来，您是一位非常理性的消费者，咱们都希望您用的好。而这个焕新套餐优惠力度非常大，性价比很高，可能随时会下线，如果现在不办理，后期可能就没有了。,,online
套餐升档,营销挽留,现达量降速，对更改后流量超出扣费不满,"20221027558305, 20221117085127, 20221117423977","我理解您的担心，给您推荐的这个已经是结合您的使用需求考虑进来了，您之前一个月大概使用**G（前三月均流量不含当月），这个新套餐里面有[flow+giftFlow]G,结合您原来的使用情况基本符合您的使用需求。最主要的是以后您都不限速了，您前期有时候发个微信就要等半天，这样以后不用担心降速之后网络卡顿给自己带来的烦恼了。",,online
套餐升档,营销挽留,用多少扣多少就行，别动套餐,"20221027558305, 20221117085127, 20221117423977",能听出来您是不差钱的人，但既然您的电话打到我这边来了，从服务的角度来讲，更愿意给您找一个适合的资费，咱能省点就省点，大家挣钱都不容易，小钱省多了也就成大钱了，您说对吧。,,online
套餐升档,营销挽留,流量赠送的太多，用不完,"20221027558305, 20221117085127, 20221117423977",咱现在也都是用5G手机了，后期用网的地方也越来越多，赠送也不会一直有，咱多备着点总比到时候不够用超出扣钱合适吧，咱流量多点儿，用起来也更畅快、放心些，您说对吧？现在刚好有焕新活动，优惠力度这么大，错过太可惜了。,,online
套餐升档,营销挽留,再考虑一下,"20221027558305, 20221117085127, 20221117423977",您说要考虑考虑，看的出来您还是比较谨慎的，谨慎点也是好事，谁都希望自己用的套餐性价比是最合适的，您说对吧？这次活动确实非常划算，很多使用您这款套餐的客户都已经参加了，主要是这个活动随时会结束，如果错过真的就太可惜了，我赶紧申请上吧？,,online
套餐升档,营销挽留,去营业厅咨询/比较信任营业厅,"20221027558305, 20221117085127, 20221117423977",您去营业厅咨询也是可以的，但是现在营业厅比较忙，去了一般都得排队/花时间找车位，咱大家现在生活节奏都很快，这样很浪费您的时间，为了更好的给您提供服务，我们线上也是可以为您办理的，我们这里全程都是有录音的，这既是对您权益的保障，也是对我服务的监管，请您放心。,,online
套餐升档,营销挽留,无异议不说话或沉默,"20221027558305, 20221117085127, 20221117423977",您现在不说话相信您是在慎重思考这个套餐，您是对这个是有什么顾虑吗？（停顿），如果没有顾虑，咱都觉得挺合适，那我现在帮您申请一下吧？,,online
套餐升档,营销挽留,跟家人再商量一下,"20221027558305, 20221117085127, 20221117423977",您说要跟家人商量一下，说明您平时和家人关系非常不错啊，家庭氛围真好，因为这个活动机会特别难得，相信您的家人也会觉得合适。这样可以添加下您的微信，您和您家人都可以通过这个微信咨询，也比较方便。,,online
套餐升档,场景切入,近3个月流量超套,"20221117901346, 20220815793777, 20221117676706",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
套餐升档,场景切入,其他,"20221117901346, 20220815793777, 20221117676706",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
套餐升档,营销推荐,营销推荐,"20221117901346, 20220815793777, 20221117676706",您之前参加的[uniProdGrade]元套餐优惠[discountExpenses]元，活动到[privEndMonth]就结束了，到期恢复原价[uniProdGrade]元就不合适了，现在套餐焕新流量可以提升到[flow+giftFlow]GB，与副卡共享的流量也增加到[shareFlow]GB了，分钟数不变，这样咱不论是刷视频还是聊微信，用起来也会更加方便，新套餐原价[origPrice]元，每月优惠[discountPrice]元享1年，到期恢复原价前都有短信提醒，现在给您办理下个账期就可以直接用了。,,online
