省份,意图,产品,环节,应用场景,话术内容
山东,营销推荐,,,"意图2-饱和度∈(0,30%）",您平时也会用到一些流量，看您现在套餐内流量也比较少，万一中间多刷点视频、导航之类的，可能有超出的风险。从您的使用情况来看，咱有个特别适合您的流量包，比超出扣费划算多了，我给您介绍一下吧？
山东,营销推荐,,,"意图3-饱和度∈[30%,80%)",看您平时流量用得挺规律的，现在套餐里大概用了一半，万一中间多刷点视频、导航之类的，剩下的要是用到月底，可能就不够了。从您的使用情况来看，咱有个特别适合您的流量包，比超出扣费划算多了，给您介绍一下吧？
山东,营销推荐,,,"意图4-饱和度∈[80%,100%)",关注到您套餐里的流量快用完了，这个月还有[lastDay]天，您之前使用都挺多的，这样用超出扣费挺不划算的。咱现在有个立刻能用的流量包，刚好适合您，价格也比超出用便宜多了，给您加上吗？
山东,营销推荐,,,意图5-饱和度∈100%+,刚看到您的流量已经用超了，目前扣了[flowOverFee]元，这个月还有几天呢，再用下去扣费会更多。我们现在有个流量包，办了之后就不用超着用啦，这样算下来比您超出用省不少钱，现在办上有流量再用就不超了，您看要不要赶紧加上？
山东,营销推荐,,营销推荐环节,推荐意图,<span style="color:red">每月仅需5元就可以享受5GB国内通用流量，其中2GB国内流量长期享受，一年内每月再赠您3GB国内流量，流量包原价10元/月，现在办理享受半价优惠，合约一年</span>。您当前套餐超出资费比较贵（可结合超套资费解释），<span style="color:red">现在只需要5块钱在就能使用5GB国内通用流量，算下来才1块钱1G，关键是全月都能用</span>，非常合适。我按照您当前的流量使用情况，给您大体估算了一下，<span style="color:red">您办了这个流量包能为您节省大约**元</span>，为了帮您节省话费现在办理您收到短信立即/下个账期就可以直接用了。
山东,营销推荐,,犹豫挽留环节,意图1-表示太贵了,先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元（自动带入算比工具中推荐流量包列优惠后的资费）就有*G（自动带入算比工具中推荐流量中的包含+赠送合计流量）的流量，折算才*元/G呢（用实际收费/合计流量=折算价格），非常优惠的，您放心我们10086都是为您省钱着想。
山东,营销推荐,,,意图2-是不是最优惠的,您放心，这个已经是最优惠的了，其他人办理都是*元（自动带入通用营销话术中的原价）才*G（自动带入通用营销话术中的包含流量（G））呢，现在不仅给您优惠*元（用原价-折后价格，若差等于0则不展示”现在不仅给您优惠*元“这句话），还给您额外赠送*G流量呢（自动带入通用营销话术中的赠送流量，若为0则不展示这句话），您现在办理只需要花*元就有*G流量了，非常优惠，我帮您申请办理上吧。
山东,营销推荐,,,意图3-用不了这么多,"先生/女士，这是您作为我们移动的优质客户应得的优惠，普通客户花*元（自动带入通用营销话术中的原价）只有*个G（自动带入通用营销话术中的包含流量（G））,您办理*元（自动带入算比工具中推荐流量包列优惠后的资费）就能用*个G（自动带入算比工具中推荐流量中的包含+赠送合计流量）,不仅是流量多了，费用也给您更优惠，您可以放心使用。"
山东,营销推荐,,,意图4-要免费流量,您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。
山东,营销推荐,,,意图5-临时使用,"我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。"
山东,营销推荐,,,意图6-去营业厅咨询,"您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？</br>
<span style=""font-weight:bold"">进一步挽留：</span>您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。"
山东,营销推荐,,,意图7-我考虑一下,"您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的, 那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?</br>
<span style=""font-weight:bold"">进一步挽留：</span>您升级了以后其实就是比之前多了*块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。</br>
<span style=""font-weight:bold"">进一步挽留失败应对话术：</span>可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。"
山东,营销推荐,,,意图8-多张卡,好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。
山东,营销推荐,,,意图9-想要携转,"可以了解一下您携转的原因吗？</br>
<span style=""font-weight:bold"">嫌资费贵：</span>您觉得的资费贵肯定也有您的理解， 其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？ 您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。"
山东,营销推荐,,,意图10-不信任移动,很抱歉让您有了这样的想法，不过，请您放心，在我们10086办理业务全程都是有录音的，我向您保证，我在电话里和您介绍的是什么样的，那么办理后实际使用的也是这样的，不存在套路您的意思，我的工号也可以告诉您，是[opStaffId]号，您在使用过程中有任何问题可随时联系10086，我们会对您负责到底，也欢迎您的监督。
山东,营销推荐,"20250527151596 
20250527492522   ",营销切入环节,意图1-饱和度∈0,看您套餐里<span style="color:red">还有些流量没用到</span>，估计您平时用网也比较省。不过偶尔出门没WiFi，用起来就不太方便了，咱现在有个非常优惠的流量包，平时备着也方便您出门上网，我给您详细说一下吧？
山东,营销推荐,,,"意图2-饱和度∈(0,30%）",您平时也会用到一些流量，看您现在套餐内流量也比较少，万一中间多刷点视频、导航之类的，可能有超出的风险。从您的使用情况来看，咱有个特别适合您的流量包，比超出扣费划算多了，我给您介绍一下吧？
山东,营销推荐,,,"意图3-饱和度∈[30%,80%)",看您平时流量用得挺规律的，现在套餐里大概用了一半，万一中间多刷点视频、导航之类的，剩下的要是用到月底，可能就不够了。从您的使用情况来看，咱有个特别适合您的流量包，比超出扣费划算多了，给您介绍一下吧？
山东,营销推荐,,,"意图4-饱和度∈[80%,100%)",关注到您套餐里的流量快用完了，这个月还有[lastDay]天，您之前使用都挺多的，这样用超出扣费挺不划算的。咱现在有个立刻能用的流量包，刚好适合您，价格也比超出用便宜多了，给您加上吗？
山东,营销推荐,,,意图5-饱和度∈100%+,刚看到您的流量已经用超了，目前扣了[flowOverFee]元，这个月还有几天呢，再用下去扣费会更多。我们现在有个流量包，办了之后就不用超着用啦，这样算下来比您超出用省不少钱，现在办上有流量再用就不超了，您看要不要赶紧加上？
山东,营销推荐,,营销推荐环节,推荐意图,您目前使用的是达量降速套餐，流量超出后会降速，并且当前套餐无法享受5G速率，使用起来很不方便，现在可以为您开通一个5G提速包服务。<span style="color:red">提速包每月仅需10元，包含20个GB全国通用的高速流量，<span style="font-weight:bold">还能享受优质的5G速率服务，</span>合约期一年，期间不能取消，需保持正常使用，到期后如不取消长期有效，用完有短信提醒，超出按照3元1G收费，非常优惠，以后都不再降速了</span>。现在帮您申请上当前账期/下个账期就可以使用了。
山东,营销推荐,,犹豫挽留环节,意图1-表示太贵了,先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元（自动带入算比工具中推荐流量包列优惠后的资费）就有*G（自动带入算比工具中推荐流量中的包含+赠送合计流量）的流量，折算才*元/G呢（用实际收费/合计流量=折算价格），非常优惠的，您放心我们10086都是为您省钱着想。
山东,营销推荐,,,意图2-是不是最优惠的,您放心，这个已经是最优惠的了，其他人办理都是*元（自动带入通用营销话术中的原价）才*G（自动带入通用营销话术中的包含流量（G））呢，现在不仅给您优惠*元（用原价-折后价格，若差等于0则不展示”现在不仅给您优惠*元“这句话），还给您额外赠送*G流量呢（自动带入通用营销话术中的赠送流量，若为0则不展示这句话），您现在办理只需要花*元就有*G流量了，非常优惠，我帮您申请办理上吧。
山东,营销推荐,,,意图3-用不了这么多,"先生/女士，这是您作为我们移动的优质客户应得的优惠，普通客户花*元（自动带入通用营销话术中的原价）只有*个G（自动带入通用营销话术中的包含流量（G））,您办理*元（自动带入算比工具中推荐流量包列优惠后的资费）就能用*个G（自动带入算比工具中推荐流量中的包含+赠送合计流量）,不仅是流量多了，费用也给您更优惠，您可以放心使用。"
山东,营销推荐,,,意图4-要免费流量,您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。
山东,营销推荐,,,意图5-临时使用,"我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。"
山东,营销推荐,,,意图6-去营业厅咨询,"您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？</br>
<span style=""font-weight:bold"">进一步挽留：</span>您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。"
山东,营销推荐,,,意图7-我考虑一下,"您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的, 那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?</br>
<span style=""font-weight:bold"">进一步挽留：</span>您升级了以后其实就是比之前多了*块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。</br>
<span style=""font-weight:bold"">进一步挽留失败应对话术：</span>可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。"
山东,营销推荐,,,意图8-多张卡,好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。
山东,营销推荐,,,意图9-想要携转,"可以了解一下您携转的原因吗？</br>
<span style=""font-weight:bold"">嫌资费贵：</span>您觉得的资费贵肯定也有您的理解， 其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？ 您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。"
山东,营销推荐,,,意图10-不信任移动,很抱歉让您有了这样的想法，不过，请您放心，在我们10086办理业务全程都是有录音的，我向您保证，我在电话里和您介绍的是什么样的，那么办理后实际使用的也是这样的，不存在套路您的意思，我的工号也可以告诉您，是[opStaffId]号，您在使用过程中有任何问题可随时联系10086，我们会对您负责到底，也欢迎您的监督。
山东,营销推荐,"20221124844931 
20221124259610 
20221124308566 ",营销切入环节,意图1-饱和度∈0,看您套餐里<span style="color:red">还有些流量没用到</span>，估计您平时用网也比较省。不过偶尔出门没WiFi，用起来就不太方便了，咱现在有个非常优惠的流量包，平时备着也方便您出门上网，我给您详细说一下吧？
山东,营销推荐,,,"意图2-饱和度∈(0,30%）",您平时也会用到一些流量，看您现在套餐内流量也比较少，万一中间多刷点视频、导航之类的，可能有超出的风险。从您的使用情况来看，咱有个特别适合您的流量包，比超出扣费划算多了，我给您介绍一下吧？
山东,营销推荐,,,"意图3-饱和度∈[30%,80%)",看您平时流量用得挺规律的，现在套餐里大概用了一半，万一中间多刷点视频、导航之类的，剩下的要是用到月底，可能就不够了。从您的使用情况来看，咱有个特别适合您的流量包，比超出扣费划算多了，给您介绍一下吧？
山东,营销推荐,,,"意图4-饱和度∈[80%,100%)",关注到您套餐里的流量快用完了，这个月还有[lastDay]天，您之前使用都挺多的，这样用超出扣费挺不划算的。咱现在有个立刻能用的流量包，刚好适合您，价格也比超出用便宜多了，给您加上吗？
山东,营销推荐,,,意图5-饱和度∈100%+,刚看到您的流量已经用超了，目前扣了[flowOverFee]元，这个月还有几天呢，再用下去扣费会更多。我们现在有个流量包，办了之后就不用超着用啦，这样算下来比您超出用省不少钱，现在办上有流量再用就不超了，您看要不要赶紧加上？
山东,营销推荐,,营销推荐环节,推荐意图1-短视频,您目前使用的是达量降速套餐，流量超出后会降速，并且当前套餐无法享受5G速率，使用起来很不方便，现在可以为您开通一个5G提速包服务。<span style="color:red">提速包每月仅需10元，包含20个GB全国通用的高速流量，<span style="font-weight:bold">还能享受优质的5G速率服务，</span>合约期一年，期间不能取消，需保持正常使用，到期后如不取消长期有效，用完有短信提醒，超出按照3元1G收费，非常优惠，以后都不再降速了</span>。现在帮您申请上当前账期（下个账期）就可以使用了。
山东,营销推荐,,,推荐意图2-长视频,近几年随着互联网的发展，看长视频消耗流量比较多，移动公司新推出长视频定向流量包的优惠活动。长视频组合定向流量<span style="color:red">包含30GB短视频流量包，可以在爱奇艺、腾讯、优酷、芒果、咪咕视频五大APP追剧看综艺使用，这个流量包原价是每月18元，一年内您每月只需交10元，合约期一年。我按照您当前的流量使用情况，给您大体估算了一下，您办这个流量包能为您节省大约**元，</span>现在给您办理您收到短信立即（下账期）就可以使用了。
山东,营销推荐,,犹豫挽留环节,意图1-表示太贵了,先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元（自动带入算比工具中推荐流量包列优惠后的资费）就有*G（自动带入算比工具中推荐流量中的包含+赠送合计流量）的流量，折算才*元/G呢（用实际收费/合计流量=折算价格），非常优惠的，您放心我们10086都是为您省钱着想。
山东,营销推荐,,,意图2-是不是最优惠的,您放心，这个已经是最优惠的了，其他人办理都是*元（自动带入通用营销话术中的原价）才*G（自动带入通用营销话术中的包含流量（G））呢，现在不仅给您优惠*元（用原价-折后价格，若差等于0则不展示”现在不仅给您优惠*元“这句话），还给您额外赠送*G流量呢（自动带入通用营销话术中的赠送流量，若为0则不展示这句话），您现在办理只需要花*元就有*G流量了，非常优惠，我帮您申请办理上吧。
山东,营销推荐,,,意图3-用不了这么多,"先生/女士，这是您作为我们移动的优质客户应得的优惠，普通客户花*元（自动带入通用营销话术中的原价）只有*个G（自动带入通用营销话术中的包含流量（G））,您办理*元（自动带入算比工具中推荐流量包列优惠后的资费）就能用*个G（自动带入算比工具中推荐流量中的包含+赠送合计流量）,不仅是流量多了，费用也给您更优惠，您可以放心使用。"
山东,营销推荐,,,意图4-要免费流量,您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。
山东,营销推荐,,,意图5-临时使用,"我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。"
山东,营销推荐,,,意图6-去营业厅咨询,"您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？</br>
<span style=""font-weight:bold"">进一步挽留：</span>您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。"
山东,营销推荐,,,意图7-我考虑一下,"您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的, 那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?</br>
<span style=""font-weight:bold"">进一步挽留：</span>您升级了以后其实就是比之前多了*块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。</br>
<span style=""font-weight:bold"">进一步挽留失败应对话术：</span>可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。"
山东,营销推荐,,,意图8-多张卡,好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。
山东,营销推荐,,,意图9-想要携转,"可以了解一下您携转的原因吗？</br>
<span style=""font-weight:bold"">嫌资费贵：</span>您觉得的资费贵肯定也有您的理解， 其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？ 您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。"
山东,营销推荐,,,意图10-不信任移动,很抱歉让您有了这样的想法，不过，请您放心，在我们10086办理业务全程都是有录音的，我向您保证，我在电话里和您介绍的是什么样的，那么办理后实际使用的也是这样的，不存在套路您的意思，我的工号也可以告诉您，是[opStaffId]号，您在使用过程中有任何问题可随时联系10086，我们会对您负责到底，也欢迎您的监督。
山东,营销推荐,"20240401300934 
20240529081730 
20240529577523 
20240529073166 ",营销切入环节,意图1-饱和度∈0,看您套餐里<span style="color:red">还有些流量没用到</span>，估计您平时用网也比较省。不过偶尔出门没WiFi，用起来就不太方便了，咱现在有个非常优惠的流量包，平时备着也方便您出门上网，我给您详细说一下吧？
山东,营销推荐,,,"意图2-饱和度∈(0,30%）",您平时也会用到一些流量，看您现在套餐内流量也比较少，万一中间多刷点视频、导航之类的，可能有超出的风险。从您的使用情况来看，咱有个特别适合您的流量包，比超出扣费划算多了，我给您介绍一下吧？
山东,营销推荐,,,"意图3-饱和度∈[30%,80%)",看您平时流量用得挺规律的，现在套餐里大概用了一半，万一中间多刷点视频、导航之类的，剩下的要是用到月底，可能就不够了。从您的使用情况来看，咱有个特别适合您的流量包，比超出扣费划算多了，给您介绍一下吧？
山东,营销推荐,,,"意图4-饱和度∈[80%,100%)",关注到您套餐里的流量快用完了，这个月还有[lastDay]天，您之前使用都挺多的，这样用超出扣费挺不划算的。咱现在有个立刻能用的流量包，刚好适合您，价格也比超出用便宜多了，给您加上吗？
山东,营销推荐,,,意图5-饱和度∈100%+,刚看到您的流量已经用超了，目前扣了[flowOverFee]元，这个月还有几天呢，再用下去扣费会更多。我们现在有个流量包，办了之后就不用超着用啦，这样算下来比您超出用省不少钱，现在办上有流量再用就不超了，您看要不要赶紧加上？
山东,营销推荐,,营销推荐环节,,
山东,营销推荐,,犹豫挽留环节,意图1-表示太贵了,先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元（自动带入算比工具中推荐流量包列优惠后的资费）就有*G（自动带入算比工具中推荐流量中的包含+赠送合计流量）的流量，折算才*元/G呢（用实际收费/合计流量=折算价格），非常优惠的，您放心我们10086都是为您省钱着想。
山东,营销推荐,,,意图2-是不是最优惠的,您放心，这个已经是最优惠的了，其他人办理都是*元（自动带入通用营销话术中的原价）才*G（自动带入通用营销话术中的包含流量（G））呢，现在不仅给您优惠*元（用原价-折后价格，若差等于0则不展示”现在不仅给您优惠*元“这句话），还给您额外赠送*G流量呢（自动带入通用营销话术中的赠送流量，若为0则不展示这句话），您现在办理只需要花*元就有*G流量了，非常优惠，我帮您申请办理上吧。
山东,营销推荐,,,意图3-用不了这么多,"先生/女士，这是您作为我们移动的优质客户应得的优惠，普通客户花*元（自动带入通用营销话术中的原价）只有*个G（自动带入通用营销话术中的包含流量（G））,您办理*元（自动带入算比工具中推荐流量包列优惠后的资费）就能用*个G（自动带入算比工具中推荐流量中的包含+赠送合计流量）,不仅是流量多了，费用也给您更优惠，您可以放心使用。"
山东,营销推荐,,,意图4-要免费流量,您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。
山东,营销推荐,,,意图5-临时使用,"我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。"
山东,营销推荐,,,意图6-去营业厅咨询,"您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？</br>
<span style=""font-weight:bold"">进一步挽留：</span>您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。"
山东,营销推荐,,,意图7-我考虑一下,"您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的, 那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?</br>
<span style=""font-weight:bold"">进一步挽留：</span>您升级了以后其实就是比之前多了*块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。</br>
<span style=""font-weight:bold"">进一步挽留失败应对话术：</span>可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。"
山东,营销推荐,,,意图8-多张卡,好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。
山东,营销推荐,,,意图9-想要携转,"可以了解一下您携转的原因吗？</br>
<span style=""font-weight:bold"">嫌资费贵：</span>您觉得的资费贵肯定也有您的理解， 其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？ 您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。"
山东,营销推荐,,,意图10-不信任移动,很抱歉让您有了这样的想法，不过，请您放心，在我们10086办理业务全程都是有录音的，我向您保证，我在电话里和您介绍的是什么样的，那么办理后实际使用的也是这样的，不存在套路您的意思，我的工号也可以告诉您，是[opStaffId]号，您在使用过程中有任何问题可随时联系10086，我们会对您负责到底，也欢迎您的监督。
